"","...1","kingdom","class","family","scientificName","establishmentMeans","organismQuantity","basisOfRecord","Fuente del dato","institutionCode","recordedBy","year","month","day","Nombre de la Localidad","locationRemarks","locality","municipality","county","stateProvince","verbatimLatitude","verbatimLongitude","verbatimElevation","eventRemarks","occurrenceStatus","Estudio","organismQuanityType","eventDate","minimumElevationInMeters","maximumElevationInMeters"
"1397",1397,"Animalia","Aves","Trochilidae","Rhodopis vesper","","1","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",23,"Punta Teatinos","Punta Teatinos.","La Serena","La Serena","Elqui","Coquimbo","29°49'23""S","71°17'21""W","5","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-23,"5","5"
"1398",1398,"Animalia","Aves","Trochilidae","Rhodopis vesper","","2","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",23,"Río Elqui","Desembocadura, Río Elqui","La Serena","La Serena","Elqui","Coquimbo","29°53'36""S","71°16'22""W","3","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-23,"3","3"
"1399",1399,"Animalia","Aves","Trochilidae","Sephanoides galeritus","","1","catalejo y binoculares","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros",2012,"12",6,"Estero Huenteli","Estero Huenteli,  tributario norte del río Tucapel.","Caramávida","Los Alamos","Arauco","Del Biobío","37°41'25""S","73°21'55""W","62","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-06,"62","62"
"1400",1400,"Animalia","Aves","Trochilidae","Sephanoides galeritus",""," 1","catalejo y binoculares","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros",2012,"12",6,"Río Tucapel","Quelenquelén, fundo Las Rosas de Forestal Arauco, junto al río Tucapél.","Cañete","Cañete","Arauco","Del Biobío","37°44'24""S","73°23'04""W","58","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-06,"58","58"
"1401",1401,"Animalia","Aves","Trochilidae","Sephanoides galeritus","","2","catalejo y binoculares","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros",2012,"12",5,"Estero El Manzanal","7 km de  Purén hacia Contulmo.","Purén","Purén","Malleco","De la Araucanía","38°01'47""S","73°06'58""W","112","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-05,"112","112"
"1402",1402,"Animalia","Aves","Trochilidae","Sephanoides sephaniodes","","3","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Jara, Zamorano, Matamala",2012,"10",14,"Laguna Malleco","Cercanías Laguna Malleco.","Parque Nacional Tolhuaca","Curacautín","Malleco","Del Biobío","38°12'44""S","71°49'10""W","905","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-10-14,"905","905"
"1403",1403,"Animalia","Aves","Trochilidae","Sephanoides sephaniodes","","3","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Jara, Cuevas, Zamorano, Rudolph",2012,"10",18,"Estero Pichicullín","Mehuín","San José de la Mariquina","San José de la Mariquina","Valdivia","Región de Los Ríos","39°25'10""S","73°12'24""O","21","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-10-18,"21","21"
"1404",1404,"Animalia","Aves","Trochilidae","Sephanoides sephaniodes","","1","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Möller",2012,"3",15,"Humedal Angachilla","Sur-Este de Valdivia","Valdivia","Valdivia","Valdivia","Región de Los Ríos","39°51'17""S","73°14'00""O","2","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-03-15,"2","2"
"1405",1405,"Animalia","Aves","Trochilidae","Sephanoides sephaniodes","","1","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Jara, Rudoph, Norambuena",2012,"10",10,"Cascada en cerro Arica","Corral","Corral","Corral","Valdivia","Región de Los Ríos","39°53'30"" S","73°26'23"" O","91","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-10-10,"91","91"
"1406",1406,"Animalia","Aves","Trochilidae","Sephanoides sephaniodes","","2","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Jara, Muñoz-Pedreros, Norambuena, Zamorano",2012,"10",11,"Puente Huape","Corral","Corral","Corral","Valdivia","Región de Los Ríos","39°54'53"" S","73°30'45"" O","0","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-10-11,"0","0"
"1407",1407,"Animalia","Aves","Trochilidae","Sephanoides sephaniodes","","1","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Cuevas, Norambuena",2012,"12",20,"Arroyo Piedras Blancas","Palena","Palena","Palena","Palena","Región de Los Lagos","43°37'07""S","72°20'29""O","123","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-20,"123","123"
"1408",1408,"Animalia","Aves","Trochilidae","Sephanoides sephaniodes","","2","acústico y binoculares","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Cuevas, Norambuena",2012,"12",20,"Puente Sra. Tita","Cisnes","Cisnes","Cisnes","Aysén","Región de Aysén","43°41'24""S","72°20'31""O","151","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-20,"151","151"
"1409",1409,"Animalia","Aves","Trochilidae","Sephanoides sephaniodes","","2","acústico y binoculares","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Cuevas, Norambuena",2012,"12",20,"Puente Sra. Norma","Cisnes","Cisnes","Cisnes","Aysén","Región de Aysén","43°44'06""S","72°20'58""O","134","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-20,"134","134"
"1410",1410,"Animalia","Aves","Trochilidae","Sephanoides sephaniodes","","3","acústico y binoculares","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Cuevas, Norambuena",2012,"12",20,"Río Aura","Cisnes","Cisnes","Cisnes","Aysén","Región de Aysén","43°47'36""S","72°21'45""O","97","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-20,"97","97"
"1411",1411,"Animalia","Aves","Trochilidae","Sephanoides sephaniodes","","3","acústico y binoculares","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Cuevas, Norambuena",2012,"12",20,"Arroyo sin nombre","Cisnes","Cisnes","Cisnes","Aysén","Región de Aysén","43°49'30""S","72°21'10""O","80","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-20,"80","80"
"1412",1412,"Animalia","Aves","Trochilidae","Sephanoides sephaniodes","","1","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Cuevas, Norambuena",2012,"12",17,"Estancia Cacique Blanco","Lago Verde","Lago Verde","Lago Verde","Aysén","Región de Aysén","44°16'47""S","71°55'46""O","303","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-17,"303","303"
"1413",1413,"Animalia","Aves","Trochilidae","Sephanoides sephaniodes","","2","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Cuevas, Norambuena",2012,"12",20,"Arroyo Loreto (Pte. Mañío)","Puyuhuapi","Puyuhuapi","Cisnes","Aysén","Región de Aysén","44°06'02""S","72°27'02""O","87","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-20,"87","87"
"1414",1414,"Animalia","Aves","Trochilidae","Thaumastura cora","","1","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Nuñez",2013,"1",16,"Molinos","Molinos, Valle del Lluta","Arica","Arica","Arica","Arica y Parinacota","18°24'05""S","69°58'42""W","931","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-16,"931","931"
"1415",1415,"Animalia","Aves","Troglodytidae","Cistothorus platenses","","2","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Cuevas, Norambuena",2012,"12",16,"Futaleufú","Futaleufú","Futaleufú","Futaleufú","Palena","Región de Los Lagos","47°11'15""S","71°51'36""O","357","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-16,"357","357"
"1416",1416,"Animalia","Aves","Troglodytidae","Troglodytes aedon","","2","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Cuevas, Norambuena",2012,"12",16,"El Tigre","Palena","Palena","Palena","Palena","Región de Los Lagos","43°38'01"" S","72°52'04"" O","287","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-16,"287","287"
"1417",1417,"Animalia","Aves","Troglodytidae","Troglodytes aedon","","1","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Cuevas, Norambuena",2012,"12",19,"Estancia Río Cisnes","5km al Este de La Tapera","La Tapera","Lago Verde","Aysén","Región de Aysén","44°36'15""S","71°35'55""O","546","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-19,"546","546"
"1418",1418,"Animalia","Aves","Troglodytidae","Cistothorus platensis","","1","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",23,"Punta Teatinos","Punta Teatinos.","La Serena","La Serena","Elqui","Coquimbo","29°49'23""S","71°17'21""W","5","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-23,"5","5"
"1419",1419,"Animalia","Aves","Troglodytidae","Cistothorus platensis","","6","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",23,"Río Elqui","Desembocadura, Río Elqui","La Serena","La Serena","Elqui","Coquimbo","29°53'36""S","71°16'22""W","3","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-23,"3","3"
"1420",1420,"Animalia","Aves","Troglodytidae","Cistothorus platensis","","6","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"12",23,"Río Maipo","Desembocadura río Maipo","San Antonio","San Antonio","San Antonio","Valparaíso","33°37'17""S","71°37'47""W","0","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-23,"0","0"
"1421",1421,"Animalia","Aves","Troglodytidae","Cistothorus platensis","","2","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Jara, Zamorano, Matamala",2012,"10",13,"Laguna Malleco","Cercanías Laguna Malleco.","Parque Nacional Tolhuaca","Curacautín","Malleco","Del Biobío","38°12'55""S","71°48'57""W","905","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-10-13,"905","905"
"1422",1422,"Animalia","Aves","Troglodytidae","Cistothorus platensis","","1","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Jara, Muñoz-Pedreros, Norambuena, Zamorano",2012,"10",11,"Playa Pelche","Corral","Corral","Corral","Valdivia","Región de Los Ríos","39°58'35"" S","73°40'24"" O","27","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-10-11,"27","27"
"1423",1423,"Animalia","Aves","Troglodytidae","Phleocryptes melanops","","2","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Möller",2012,"3",15,"Humedal Angachilla","Sur-Este de Valdivia","Valdivia","Valdivia","Valdivia","Región de Los Ríos","39°51'17""S","73°14'00""O","2","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-03-15,"2","2"
"1424",1424,"Animalia","Aves","Troglodytidae","Sephanoides galeritus","","17","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Muñoz-Pedreros, Contreras, González",2013,"1",24,"Predio Llancahue","17 km de Valdivia","Valdivia","Valdivia","Valdivia","Región de Los Ríos","39°48'S","73°11'O","70","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-24,"70","70"
"1425",1425,"Animalia","Aves","Troglodytidae","Troglodytes aedon","","1","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Nuñez",2013,"1",16,"Molinos","Molinos, Valle del Lluta","Arica","Arica","Arica","Arica y Parinacota","18°24'05""S","69°58'42""W","931","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-16,"931","931"
"1426",1426,"Animalia","Aves","Troglodytidae","Troglodytes aedon","","1","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Nuñez",2013,"1",15,"Valle del Lluta","a 700 mts del Agua potable (Luidero)","Arica","Arica","Arica","Arica y Parinacota","18°25'23""S","70°02'43""W","614","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-15,"614","614"
"1427",1427,"Animalia","Aves","Troglodytidae","Troglodytes aedon","","1","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Nuñez",2013,"1",15,"Ansipar","río San José en el inicio del Valle de Azapa","Arica","Arica","Arica","Arica y Parinacota","","","1177","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-15,"1177","1177"
"1428",1428,"Animalia","Aves","Troglodytidae","Troglodytes aedon","","5","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",23,"Río Elqui","Desembocadura, Río Elqui","La Serena","La Serena","Elqui","Coquimbo","29°53'36""S","71°16'22""W","3","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-23,"3","3"
"1429",1429,"Animalia","Aves","Troglodytidae","Troglodytes aedon","","2","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",22,"Laguna Conchalí, Punta Chungo.","Laguna Conchalí, Punta Chungo.","Los Vilos","Los Vilos","Choapa","Coquimbo","31°52'41""S","71°29'48""W","4","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-22,"4","4"
"1430",1430,"Animalia","Aves","Troglodytidae","Troglodytes aedon","","3","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",25,"Río La Ligua","Desembocadura, río La Ligua, salinas de Puyalli","Papudo","Papudo","Petorca","Valparaíso","33°24'36""S","71°24'39""W","6","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-25,"6","6"
"1431",1431,"Animalia","Aves","Troglodytidae","Troglodytes aedon","","3","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"11",18,"Rinconada de  Maipú.","Rinconada de  Maipú.","Maipú","Maipú","Santiago","Metropolitana","33°29'00""S","70°54'00""W","959","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-18,"959","959"
"1432",1432,"Animalia","Aves","Troglodytidae","Troglodytes aedon","","3","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"12",23,"Río Maipo","Desembocadura río Maipo","San Antonio","San Antonio","San Antonio","Valparaíso","33°37'17""S","71°37'47""W","0","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-23,"0","0"
"1433",1433,"Animalia","Aves","Troglodytidae","Troglodytes aedon","","5","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"12",23,"Río Maipo, sector San Juan.","Río Maipo, sector San Juan.","San Antonio","San Antonio","San Antonio","Metropolitana","33°38'37""S","71°35'22""W","9","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-23,"9","9"
"1434",1434,"Animalia","Aves","Troglodytidae","Troglodytes aedon","","4","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"11",18,"Río Mapocho (Talagante).","Río Mapocho (Talagante).","Talagante","Talagante","Talagante","Metropolitana","33°39'36""S","70°56'02""W","300","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-18,"300","300"
"1435",1435,"Animalia","Aves","Troglodytidae","Troglodytes aedon","","4","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"12",18,"El Monte, Río Mapocho.","El Monte, Río Mapocho.","El Monte","El Monte","Talagante","Metropolitana","33°41'00""S","71°00'00""W","289","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-18,"289","289"
"1436",1436,"Animalia","Aves","Troglodytidae","Troglodytes aedon","","1","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"12",18,"Río Maipo, Huechún Bajo","Río Maipo, Huechún Bajo","Melipilla","Melipilla","Melipilla","Metropolitana","33°41'25""S","71°09'35""W","187","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-18,"187","187"
"1437",1437,"Animalia","Aves","Troglodytidae","Troglodytes aedon","","5","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"12",18,"El Maitén, río Maipo","Río Maipo, sector  El Maitén.","Melipilla","Melipilla","Melipilla","Metropolitana","33°41'25""S","71°09'35""W","187","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-18,"187","187"
"1438",1438,"Animalia","Aves","Troglodytidae","Troglodytes aedon","","10","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"11",4,"La Manreza","La Manreza","Melipilla","Melipilla","Melipilla","Metropolitana","33°42'58""S","71°00'23""W","267","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-04,"267","267"
"1439",1439,"Animalia","Aves","Troglodytidae","Troglodytes aedon","","1","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"12",9,"Fundo  La Libertad.","Río Maipo, Fundo La Libertad, Huechún","Melipilla","Melipilla","Melipilla","Metropolitana","33°43'24""S","71°17'30""W","116","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-09,"116","116"
"1440",1440,"Animalia","Aves","Troglodytidae","Troglodytes aedon","","4","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"11",18,"Isla de Maipo.","Isla de Maipo.","Talagante","Talagante","Talagante","Metropolitana","33°43'35""S","70°55'03""W","327","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-18,"327","327"
"1441",1441,"Animalia","Aves","Troglodytidae","Troglodytes aedon","","1","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Jara, Zamorano, Matamala",2012,"10",14,"Laguna Malleco","Cercanías Laguna Malleco.","Parque Nacional Tolhuaca","Curacautín","Malleco","Del Biobío","38°12'44""S","71°49'10""W","905","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-10-14,"905","905"
"1442",1442,"Animalia","Aves","Troglodytidae","Troglodytes aedon","","2","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Jara, Zamorano, Matamala",2012,"10",13,"Laguna Malleco","Cercanías Laguna Malleco.","Parque Nacional Tolhuaca","Curacautín","Malleco","Del Biobío","38°12'55""S","71°48'57""W","905","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-10-13,"905","905"
"1443",1443,"Animalia","Aves","Troglodytidae","Troglodytes aedon","","3","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Jara, Cuevas, Zamorano, Rudolph",2012,"10",19,"Valle de Maitinco","Maitinco","Toltén","Toltén","Cautín","Región de La Araucanía","39°20'48""S","73°09'13""O","27","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-10-19,"27","27"
"1444",1444,"Animalia","Aves","Troglodytidae","Troglodytes aedon","","1","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Jara, Muñoz-Pedreros, Norambuena, Zamorano",2012,"10",11,"Playa Pelche","Corral","Corral","Corral","Valdivia","Región de Los Ríos","39°58'35"" S","73°40'24"" O","27","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-10-11,"27","27"
"1445",1445,"Animalia","Aves","Troglodytidae","Troglodytes aedon","","1","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Jara, Muñoz-Pedreros, Norambuena, Zamorano",2012,"10",11,"Playa Galera","Corral","Corral","Corral","Valdivia","Región de Los Ríos","39°59'21"" S","73°40'48"" O","23","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-10-11,"23","23"
"1446",1446,"Animalia","Aves","Troglodytidae","Troglodytes aedon","","4","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Cuevas, Norambuena",2012,"12",16,"El Azul","Palena","Palena","Palena","Palena","Región de Los Lagos","43°39'47""S","71°49'41""O","262","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-16,"262","262"
"1447",1447,"Animalia","Aves","Troglodytidae","Troglodytes aedon","","1","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Cuevas, Norambuena",2012,"12",16,"Laguna Negra","Palena","Palena","Palena","Palena","Región de Los Lagos","43°38'03""S","71°50'24""O","278","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-16,"278","278"
"1448",1448,"Animalia","Aves","Troglodytidae","Troglodytes aedon","","5","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Cuevas, Norambuena",2012,"12",17,"Laguna en Lago Verde","a 1km al Este de la ciudad","Lago Verde","Lago Verde","Aysén","Región de Aysén","44°14'39""S","71°50'06""O","385","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-17,"385","385"
"1449",1449,"Animalia","Aves","Troglodytidae","Troglodytes aedon","","1","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",23,"Punta Teatinos","Punta Teatinos.","La Serena","La Serena","Elqui","Coquimbo","29°49'23""S","71°17'21""W","5","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-23,"5","5"
"1450",1450,"Animalia","Aves","Troglodytidae","Troglodytes aedon","","2","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",22,"Río Choapa.","Desembocadura Río Choapa.","Canela","Canela","Choapa","Coquimbo","33°37'14""S","71°33'33""W","7","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-22,"7","7"
"1451",1451,"Animalia","Aves","Troglodytidae","Troglodytes musculus","","3","catalejo y binoculares","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros",2012,"12",6,"Río Laraquete","En tramo adyacente a la barrera que impide el acceso de vehículos al área controlada por la Compañía de Agua Potable.","Laraquete","Arauco","Arauco","Del Biobío","37°10'07""S","73°10'28""W","2","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-06,"2","2"
"1452",1452,"Animalia","Aves","Troglodytidae","Troglodytes musculus","","1","catalejo y binoculares","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros",2012,"12",6,"Estero Huenteli","Estero Huenteli,  tributario norte del río Tucapel.","Caramávida","Los Alamos","Arauco","Del Biobío","37°41'25""S","73°21'55""W","62","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-06,"62","62"
"1453",1453,"Animalia","Aves","Troglodytidae","Troglodytes musculus","","1","catalejo y binoculares","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros",2012,"12",5,"Estero El Manzanal","19 km de  Purén hacia Contulmo.","Purén","Purén","Malleco","De la Araucanía","38°01'47""S","73°06'58""W","112","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-05,"112","112"
"1454",1454,"Animalia","Aves","Tropiduridae","Microlophus tarapacensis","","14","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Nuñez",2013,"1",15,"Valle del Lluta","a 700 mts del Agua potable (Luidero)","Arica","Arica","Arica","Arica y Parinacota","18°25'23""S","70°02'43""W","614","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-15,"614","614"
"1455",1455,"Animalia","Aves","Turdidae","Turdus falcklandii","","5","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Cuevas, Norambuena",2012,"12",16,"Futaleufú","Futaleufú","Futaleufú","Futaleufú","Palena","Región de Los Lagos","47°11'15""S","71°51'36""O","357","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-16,"357","357"
