"","catalogNumber","verbatimLatitude","verbatimLongitude","verbatimCoordinates","verbatimSRS","decimalLongitude","decimalLatitude"
"5290","GC5290",4051882.15,392382.81,"19F 392382,81  4051882,15","WGS84",-70.6290055417318,-53.6707055509476
"5291","GC5291",4051825.93,392398.23,"19F 392398,23  4051825,93","WGS84",-70.6287917188241,-53.6712138492332
"5292","GC5292",4051792.13,392394.05,"19F 392394,05  4051792,13","WGS84",-70.6288666804866,-53.6715166743426
"5293","GC5293",4051747.08,392411.42,"19F 392411,42  4051747,08","WGS84",-70.6286194755567,-53.6719250137181
"5294","GC5294",4051664.96,392497.57,"19F 392497,57  4051664,96","WGS84",-70.6273444005614,-53.6726805673458
"5295","GC5295",4051618.49,392534.06,"19F 392534,06  4051618,49","WGS84",-70.6268083577373,-53.6731055931283
"5296","GC5296",4050766.48,392118,"19F 392118  4050766,48","WGS84",-70.6334000129483,-53.6806749899447
"5297","GC5297",4051514.55,392978.12,"19F 392978,12  4051514,55","WGS84",-70.6201250233392,-53.6741305769103
"5298","GC5298",4051497.6,392980.53,"19F 392980,53  4051497,6","WGS84",-70.6200944005907,-53.6742833628993
"5299","GC5299",4031250.52,401930.02,"19F 401930,02  4031250,52","WGS84",-70.4910999784303,-53.8579638891164
"5300","GC5300",4016945.33,387356.82,"19F 387356,82  4016945,33","WGS84",-70.7178444261656,-53.9835249845842
"5301","GC5301",4016895.92,387346.72,"19F 387346,72  4016895,92","WGS84",-70.7180166498099,-53.9839666777747
"5302","GC5302",4017557.27,386027.87,"19F 386027,87  4017557,27","WGS84",-70.7378722102443,-53.9777361038288
"5303","GC5303",4025336.78,378796.88,"19F 378796,88  4025336,78","WGS84",-70.8449833738922,-53.906205527121
"5304","GC5304",4025302.06,378793.59,"19F 378793,59  4025302,06","WGS84",-70.8450471759343,-53.9065166612724
"5305","GC5305",4025185.15,378816.35,"19F 378816,35  4025185,15","WGS84",-70.8447472039078,-53.9075722316997
"5306","GC5306",4049113.81,401870.82,"19F 401870,82  4049113,81","WGS84",-70.4863166426984,-53.6974472200044
"5307","GC5307",4050789.51,401817.98,"19F 401817,98  4050789,51","WGS84",-70.4865861052607,-53.6823805284347
"5308","GC5308",4044166.34,403513.38,"19F 403513,38  4044166,34","WGS84",-70.4629888189954,-53.7422083059674
"5309","GC5309",4044163.14,403463.23,"19F 403463,23  4044163,14","WGS84",-70.4637499501486,-53.7422277766715
"5310","GC5310",4043562.28,403649.14,"19F 403649,14  4043562,28","WGS84",-70.4611194030319,-53.7476611170886
"5311","GC5311",4043551.57,403684.54,"19F 403684,54  4043551,57","WGS84",-70.4605861075622,-53.7477638919711
"5312","GC5312",4043582.45,403592.47,"19F 403592,47  4043582,45","WGS84",-70.4619721784724,-53.7474694052135
"5313","GC5313",4043573.53,403610.06,"19F 403610,06  4043573,53","WGS84",-70.461708312908,-53.7475528073408
"5314","GC5314",4052075.33,452489.37,"19F 452489,37  4052075,33","WGS84",-69.7192693866098,-53.6778888928898
"5315","GC5315",3970788.88,437902.58,"19F 437902,58  3970788,88","WGS84",-69.9567027516778,-54.4068499646039
"5316","GC5316",3970713.17,437881.61,"19F 437881,61  3970713,17","WGS84",-69.9570416180904,-54.4075277392753
"5317","GC5317",3971181.61,437982.01,"19F 437982,01  3971181,61","WGS84",-69.9553971675219,-54.4033305559597
"5318","GC5318",3973421.59,435047.39,"19F 435047,39  3973421,59","WGS84",-70.0001083223793,-54.3828361455728
"5319","GC5319",3973432.88,434971.27,"19F 434971,27  3973432,88","WGS84",-70.0012777131046,-54.3827249813249
"5320","GC5320",3973369.67,435113.44,"19F 435113,44  3973369,67","WGS84",-69.9991028200766,-54.3833111159238
"5321","GC5321",3973325.74,435526.53,"19F 435526,53  3973325,74","WGS84",-69.9927527784693,-54.3837583284571
"5322","GC5322",3973336.05,435468.65,"19F 435468,65  3973336,05","WGS84",-69.9936416196327,-54.383658352853
"5323","GC5323",3973581.92,436538.44,"19F 436538,44  3973581,92","WGS84",-69.9771193876798,-54.3815833744596
"5324","GC5324",3964457.87,442611.27,"19F 442611,27  3964457,87","WGS84",-69.8853944287619,-54.4642944239385
"5325","GC5325",3964481.62,442558.03,"19F 442558,03  3964481,62","WGS84",-69.8862110959642,-54.4640749835795
"5326","GC5326",3980841.09,436123.01,"19F 436123,01  3980841,09","WGS84",-69.9819582935239,-54.3163000349538
"5327","GC5327",3982960.18,436396.36,"19F 436396,36  3982960,18","WGS84",-69.9773056109081,-54.2972917041754
"5328","GC5328",3983063.81,436379.56,"19F 436379,56  3983063,81","WGS84",-69.9775416509208,-54.2963583765833
"5329","GC5329",3983063.82,436268.36,"19F 436268,36  3983063,82","WGS84",-69.9792499845889,-54.2963444289288
"5330","GC5330",3983364.52,436196.92,"19F 436196,92  3983364,52","WGS84",-69.9802833105137,-54.2936333756714
"5331","GC5331",4025858.25,401813.57,"19F 401813,57  4025858,25","WGS84",-70.4945972507533,-53.9063916317465
"5332","GC5332",4029374.73,401790.78,"19F 401790,78  4029374,73","WGS84",-70.4938167157788,-53.8747916618509
"5333","GC5333",4029306.64,401772.49,"19F 401772,49  4029306,64","WGS84",-70.4941166245303,-53.8753999918042
"5334","GC5334",4023099.11,400972.3,"19F 400972,3  4023099,11","WGS84",-70.5082916376415,-53.9310222497791
"5335","GC5335",4022993.92,400983.11,"19F 400983,11  4022993,92","WGS84",-70.5081611367379,-53.9319694389443
"5336","GC5336",4022869.74,400958.94,"19F 400958,94  4022869,74","WGS84",-70.5085693866296,-53.9330805617432
"5337","GC5337",4024067.79,398351.43,"19F 398351,43  4024067,79","WGS84",-70.5478721594817,-53.921811093511
"5338","GC5338",4023481.84,400377.72,"19F 400377,72  4023481,84","WGS84",-70.5172194468221,-53.9274694284326
"5339","GC5339",4023457.21,400368.39,"19F 400368,39  4023457,21","WGS84",-70.5173695133497,-53.9276889311013
"5340","GC5340",4024148.46,399876.57,"19F 399876,57  4024148,46","WGS84",-70.5246305322295,-53.9213833107409
"5341","GC5341",4024378.11,399888.24,"19F 399888,24  4024378,11","WGS84",-70.5243777140179,-53.9193221945317
"5342","GC5342",4024749.09,399744.1,"19F 399744,1  4024749,09","WGS84",-70.5264500350918,-53.9159611216763
"5343","GC5343",4024735.8,399715.55,"19F 399715,55  4024735,8","WGS84",-70.5268889112717,-53.9160750052834
"5344","GC5344",4024685.62,399854.61,"19F 399854,61  4024685,62","WGS84",-70.5247888987096,-53.9165527618974
"5345","GC5345",4025159.12,399618.82,"19F 399618,82  4025159,12","WGS84",-70.5282221974273,-53.9122528088653
"5346","GC5346",4025715.03,399835.94,"19F 399835,94  4025715,03","WGS84",-70.5247360414227,-53.9073000438751
"5347","GC5347",4025825.39,400137.52,"19F 400137,52  4025825,39","WGS84",-70.5201110479381,-53.9063666657023
"5348","GC5348",4021966.61,401508.59,"19F 401508,59  4021966,61","WGS84",-70.5004916031256,-53.9412999593215
"5349","GC5349",4021971.86,401493.7,"19F 401493,7  4021971,86","WGS84",-70.5007166693604,-53.9412499552311
"5350","GC5350",4021968.02,401414.8,"19F 401414,8  4021968,02","WGS84",-70.5019194736529,-53.9412694371523
"5351","GC5351",4021649.65,400865.08,"19F 400865,08  4021649,65","WGS84",-70.5103944625271,-53.9440249693944
"5352","GC5352",4021642.22,400879.28,"19F 400879,28  4021642,22","WGS84",-70.5101806096276,-53.9440944465182
"5353","GC5353",4021249.56,395746.19,"19F 395746,19  4021249,56","WGS84",-70.5884889324129,-53.9466139011921
"5354","GC5354",4021263.48,395926.08,"19F 395926,08  4021263,48","WGS84",-70.5857444077953,-53.9465250409122
"5355","GC5355",4021099.57,395757.95,"19F 395757,95  4021099,57","WGS84",-70.5883610366735,-53.9479638611419
"5356","GC5356",4020184.94,396403.89,"19F 396403,89  4020184,94","WGS84",-70.5788332750901,-53.9563111260889
"5357","GC5357",4022963,391301.62,"19F 391301,62  4022963","WGS84",-70.6555694581336,-53.9303055686379
"5358","GC5358",4022914.74,391339.97,"19F 391339,97  4022914,74","WGS84",-70.6550027821918,-53.9307471975366
"5359","GC5359",4025940.09,391791.87,"19F 391791,87  4025940,09","WGS84",-70.647052712552,-53.9036610985676
"5360","GC5360",4026440.54,391057.51,"19F 391057,51  4026440,54","WGS84",-70.6580472965423,-53.8990110918869
"5361","GC5361",4026349.49,391051.24,"19F 391051,24  4026349,49","WGS84",-70.6581750760553,-53.899827795051
"5362","GC5362",4026497.71,391413.89,"19F 391413,89  4026497,71","WGS84",-70.6526055981515,-53.8985722203538
"5363","GC5363",4026516.28,391268.84,"19F 391268,84  4026516,28","WGS84",-70.65480555066,-53.8983749826199
"5364","GC5364",4026542.01,391205.42,"19F 391205,42  4026542,01","WGS84",-70.6557611689999,-53.898130512266
"5365","GC5365",4026418.83,391624.44,"19F 391624,44  4026418,83","WGS84",-70.6494305564184,-53.8993249592777
"5366","GC5366",4026768.53,390936.44,"19F 390936,44  4026768,53","WGS84",-70.6597722511457,-53.896038878105
"5367","GC5367",4026733.83,390827.87,"19F 390827,87  4026733,83","WGS84",-70.6614361167142,-53.8963277853807
"5368","GC5368",4027676.28,390409.07,"19F 390409,07  4027676,28","WGS84",-70.6674694857648,-53.8877722134236
"5369","GC5369",4026597.81,390631.1,"19F 390631,1  4026597,81","WGS84",-70.6644778474,-53.8975083597923
"5370","GC5370",4025564.72,390416.02,"19F 390416,02  4025564,72","WGS84",-70.6681194058038,-53.9067444891966
"5371","GC5371",4025372.27,390567.87,"19F 390567,87  4025372,27","WGS84",-70.6658777940968,-53.9085055913657
"5372","GC5372",4024422.6,390626.15,"19F 390626,15  4024422,6","WGS84",-70.6653305194817,-53.917049966223
"5373","GC5373",4024405.7,390565.22,"19F 390565,22  4024405,7","WGS84",-70.6662638562815,-53.9171889341341
"5374","GC5374",4024359.2,390546.6,"19F 390546,6  4024359,2","WGS84",-70.6665638742329,-53.91760276797
"5375","GC5375",4024308.59,390537.57,"19F 390537,57  4024308,59","WGS84",-70.6667194161847,-53.9180555524101
"5376","GC5376",4024272.96,390455.54,"19F 390455,54  4024272,96","WGS84",-70.6679806166357,-53.9183583230589
"5377","GC5377",4030516.52,387056.37,"19F 387056,37  4030516,52","WGS84",-70.7174111568471,-53.861536099901
"5378","GC5378",4030449.37,387143.35,"19F 387143,35  4030449,37","WGS84",-70.7161138944669,-53.8621582963767
"5379","GC5379",4030380.6,387227.62,"19F 387227,62  4030380,6","WGS84",-70.7148583777174,-53.8627944446195
"5380","GC5380",4029167.09,386719.78,"19F 386719,78  4029167,09","WGS84",-70.723025049302,-53.8735861150161
"5381","GC5381",4029717.54,386736.38,"19F 386736,38  4029717,54","WGS84",-70.7225694155635,-53.8686444703314
"5382","GC5382",4031974.81,385716.6,"19F 385716,6  4031974,81","WGS84",-70.737230497722,-53.8481416351644
"5383","GC5383",4032059.69,385786.55,"19F 385786,55  4032059,69","WGS84",-70.7361361580675,-53.8473944573252
"5384","GC5384",4032247.52,385603.14,"19F 385603,14  4032247,52","WGS84",-70.7388527726618,-53.8456666314904
"5385","GC5385",4032582.77,384890.02,"19F 384890,02  4032582,77","WGS84",-70.7495611611767,-53.8424972299233
"5386","GC5386",4032576.19,384874.09,"19F 384874,09  4032576,19","WGS84",-70.7498056230158,-53.8425528146345
"5387","GC5387",4032591.2,385232.48,"19F 385232,48  4032591,2","WGS84",-70.7443556107445,-53.8424972586844
"5388","GC5388",4032548.51,385218.72,"19F 385218,72  4032548,51","WGS84",-70.744580590885,-53.842877745165
"5389","GC5389",4032336.72,385055.71,"19F 385055,71  4032336,72","WGS84",-70.7471361786632,-53.84474442042
"5390","GC5390",4032220,385036.83,"19F 385036,83  4032220","WGS84",-70.7474666852106,-53.84578885127
"5391","GC5391",4032438.83,384820.43,"19F 384820,43  4032438,83","WGS84",-70.7506722799693,-53.8437749571542
"5392","GC5392",4032987.32,384644.69,"19F 384644,69  4032987,32","WGS84",-70.7531361508812,-53.8388083605079
"5393","GC5393",4032997.96,384624.68,"19F 384624,68  4032997,96","WGS84",-70.7534361055836,-53.8387083285879
"5394","GC5394",4032983.84,384254.17,"19F 384254,17  4032983,84","WGS84",-70.7590693935643,-53.8387527804245
"5395","GC5395",4032960.84,384261.87,"19F 384261,87  4032960,84","WGS84",-70.7589610940903,-53.8389611257822
"5396","GC5396",4027549.44,388025.96,"19F 388025,96  4027549,44","WGS84",-70.703758321549,-53.8884027608119
"5397","GC5397",4027984.61,387685.24,"19F 387685,24  4027984,61","WGS84",-70.7087805619376,-53.8844194858538
"5398","GC5398",4027622.88,388496.9,"19F 388496,9  4027622,88","WGS84",-70.6965694053285,-53.8878444225903
"5399","GC5399",4024830,388924.26,"19F 388924,26  4024830","WGS84",-70.6910832830695,-53.9130277767053
"5400","GC5400",4024730.86,388993.61,"19F 388993,61  4024730,86","WGS84",-70.6900639366348,-53.913933324316
"5401","GC5401",4024730.66,389011.32,"19F 389011,32  4024730,66","WGS84",-70.6897945050739,-53.9139389147285
"5402","GC5402",4025292.13,389257.35,"19F 389257,35  4025292,13","WGS84",-70.6858472869477,-53.9089472188861
"5403","GC5403",4025105.16,389170.16,"19F 389170,16  4025105,16","WGS84",-70.6872416741172,-53.9106083483548
"5404","GC5404",4020886.27,389480.9,"19F 389480,9  4020886,27","WGS84",-70.6840388964693,-53.9485778139034
"5405","GC5405",4020818.63,389444.57,"19F 389444,57  4020818,63","WGS84",-70.6846167081076,-53.949177739237
"5406","GC5406",4041112.75,397259.54,"19F 397259,54  4041112,75","WGS84",-70.5587916570857,-53.7684499684008
"5407","GC5407",4041095.69,397257.17,"19F 397257,17  4041095,69","WGS84",-70.5588332798894,-53.7686027839928
"5408","GC5408",4040069.99,396825.92,"19F 396825,92  4040069,99","WGS84",-70.5657165997398,-53.7777333625565
"5409","GC5409",4039225.08,397502.01,"19F 397502,01  4039225,08","WGS84",-70.5557416176106,-53.7854583327285
"5410","GC5410",4037599.26,399340.01,"19F 399340,01  4037599,26","WGS84",-70.5283860628688,-53.8004250026632
"5411","GC5411",4037610.39,399325.49,"19F 399325,49  4037610,39","WGS84",-70.5286028053336,-53.8003221902109
"5412","GC5412",4037859.23,399052,"19F 399052  4037859,23","WGS84",-70.5326721916918,-53.7980333743369
"5413","GC5413",4037834.08,399075.24,"19F 399075,24  4037834,08","WGS84",-70.5323277220088,-53.7982638551202
"5414","GC5414",4037781.77,399129.99,"19F 399129,99  4037781,77","WGS84",-70.5315139151589,-53.7987444768375
"5415","GC5415",4037706.27,399198.24,"19F 399198,24  4037706,27","WGS84",-70.5305027853143,-53.799436070937
"5416","GC5416",4037666.57,399249.98,"19F 399249,98  4037666,57","WGS84",-70.5297304947918,-53.7998027966533
"5417","GC5417",4037626.77,399296.77,"19F 399296,77  4037626,77","WGS84",-70.529033352588,-53.8001694579703
"5418","GC5418",4037558.74,399353.32,"19F 399353,32  4037558,74","WGS84",-70.5281972877508,-53.8007916503567
"5419","GC5419",4038723.33,400480.25,"19F 400480,25  4038723,33","WGS84",-70.5107166533866,-53.7905444644077
"5420","GC5420",4038747.95,400503.71,"19F 400503,71  4038747,95","WGS84",-70.5103527173595,-53.7903277360418
"5421","GC5421",4037658.56,401294.64,"19F 401294,64  4037658,56","WGS84",-70.4986999345052,-53.8002666548343
"5422","GC5422",4037073.96,401061.04,"19F 401061,04  4037073,96","WGS84",-70.5024332813558,-53.8054749906276
"5423","GC5423",4041359.17,396783.02,"19F 396783,02  4041359,17","WGS84",-70.5659361057182,-53.7661417072514
"5424","GC5424",4041214.54,396687.12,"19F 396687,12  4041214,54","WGS84",-70.5674388459175,-53.7674221848031
"5425","GC5425",4041152.07,396742.35,"19F 396742,35  4041152,07","WGS84",-70.5666221544807,-53.7679944219643
"5426","GC5426",4046420.08,399687.25,"19F 399687,25  4046420,08","WGS84",-70.5202499419297,-53.7212360672012
"5427","GC5427",4046425.6,399641.84,"19F 399641,84  4046425,6","WGS84",-70.5209360784249,-53.7211777376465
"5428","GC5428",4046418.42,399610.09,"19F 399610,09  4046418,42","WGS84",-70.5214193945502,-53.7212361439212
"5429","GC5429",4046416.32,399583.91,"19F 399583,91  4046416,32","WGS84",-70.5218166824983,-53.7212499754925
"5430","GC5430",4046408.03,399557.87,"19F 399557,87  4046408,03","WGS84",-70.5222138586585,-53.7213194508495
"5431","GC5431",4044910.42,393369.18,"19F 393369,18  4044910,42","WGS84",-70.6164805610418,-53.7335472090261
"5432","GC5432",4044949.62,393352.71,"19F 393352,71  4044949,62","WGS84",-70.6167166128922,-53.7331916400146
"5433","GC5433",4044857.46,393392.2,"19F 393392,2  4044857,46","WGS84",-70.6161499958067,-53.7340277464085
"5434","GC5434",4044824.34,393404.32,"19F 393404,32  4044824,34","WGS84",-70.6159777556286,-53.7343277981048
"5435","GC5435",4044771.42,393402.04,"19F 393402,04  4044771,42","WGS84",-70.6160305463591,-53.7348028045406
"5436","GC5436",4044699.67,393482.31,"19F 393482,31  4044699,67","WGS84",-70.6148388953488,-53.7354638593032
"5437","GC5437",4044692.21,393494.39,"19F 393494,39  4044692,21","WGS84",-70.6146584084562,-53.7355333524621
"5438","GC5438",4044631.4,393580.1,"19F 393580,1  4044631,4","WGS84",-70.6133805127512,-53.7360972107094
"5439","GC5439",4044557.15,393605.06,"19F 393605,06  4044557,15","WGS84",-70.6130278191965,-53.7367694208301
"5440","GC5440",4044580.02,393591.16,"19F 393591,16  4044580,02","WGS84",-70.6132305915702,-53.7365611037734
"5441","GC5441",4044748.61,393854.6,"19F 393854,6  4044748,61","WGS84",-70.6091805271756,-53.7351000450836
"5442","GC5442",4044725.75,393841.55,"19F 393841,55  4044725,75","WGS84",-70.6093861288629,-53.7353027808482
"5443","GC5443",4044710.54,393825.03,"19F 393825,03  4044710,54","WGS84",-70.6096416893252,-53.7354360763869
"5444","GC5444",4045117.61,393616.35,"19F 393616,35  4045117,61","WGS84",-70.6126639322852,-53.7317361285385
"5445","GC5445",4045106.05,393597.37,"19F 393597,37  4045106,05","WGS84",-70.612955500335,-53.7318361210872
"5446","GC5446",4045405.42,393519.8,"19F 393519,8  4045405,42","WGS84",-70.614027816808,-53.7291305264863
"5447","GC5447",4045399.11,393514.26,"19F 393514,26  4045399,11","WGS84",-70.6141139275436,-53.7291860894872
"5448","GC5448",4045394.64,393494.56,"19F 393494,56  4045394,64","WGS84",-70.6144139492326,-53.7292222297464
"5449","GC5449",4045397.81,393470.84,"19F 393470,84  4045397,81","WGS84",-70.6147722492386,-53.7291889048421
"5450","GC5450",4045392.55,393443.28,"19F 393443,28  4045392,55","WGS84",-70.6151916337222,-53.7292305359832
"5451","GC5451",4045370.8,393370.44,"19F 393370,44  4045370,8","WGS84",-70.6163027594679,-53.7294110708811
"5452","GC5452",4045367.09,393357.14,"19F 393357,14  4045367,09","WGS84",-70.616505553022,-53.7294416855921
"5453","GC5453",4041664.26,395235.54,"19F 395235,54  4041664,26","WGS84",-70.5892999814925,-53.7630916415538
"5454","GC5454",4041660.08,395118.21,"19F 395118,21  4041660,08","WGS84",-70.5910805684742,-53.7631055930836
"5455","GC5455",4041675.78,395059.79,"19F 395059,79  4041675,78","WGS84",-70.5919610999063,-53.76295276864
"5456","GC5456",4041676.1,395018.75,"19F 395018,75  4041676,1","WGS84",-70.5925833102608,-53.7629416261013
"5457","GC5457",4041646.2,394940.1,"19F 394940,1  4041646,2","WGS84",-70.5937861112933,-53.7631944185841
"5458","GC5458",4041642.9,394848.22,"19F 394848,22  4041642,9","WGS84",-70.595180484455,-53.7632055336498
"5459","GC5459",4041570.33,394824.38,"19F 394824,38  4041570,33","WGS84",-70.5955667132832,-53.7638527477161
"5460","GC5460",4044084.51,394181.95,"19F 394181,95  4044084,51","WGS84",-70.6044472826362,-53.7411333589928
"5461","GC5461",4044155.38,393993.59,"19F 393993,59  4044155,38","WGS84",-70.6072777195617,-53.7404583502873
"5462","GC5462",4044194.51,393851.02,"19F 393851,02  4044194,51","WGS84",-70.6094250035964,-53.7400777744439
"5463","GC5463",4043945.01,394247.42,"19F 394247,42  4043945,01","WGS84",-70.6035027580384,-53.7424000181549
"5464","GC5464",4044018.43,394226.7,"19F 394226,7  4044018,43","WGS84",-70.6037916720961,-53.7417361527191
